uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Résultat net comptable hors SIE;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Subventions de la région;Subventions Union Européenne;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0631833A;2015;876666.0;;;;;-3413923.0;1.82216201605451;173925.0;9371054.0;98.1778275072342;;;;7605521.0;79.6808479431073;;;117.0;3048515.0;;;;9544980.0;14.3673533103265;;;;;;6462438.0;248.0;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;IFMA CLERMONT FERRAND;;;;;;
0694123G;2015;4398049.0;2075530.68;792519.34;5687072.22;2523871.27;-4997428.0;3.67923164627407;4485853.0;117619567.0;96.4698649571114;16798120.98;14.04965695;272188.78;93181892.0;76.4264379385799;603240.2;8603693.97;46.0;14888476.0;135967.51;15292789.8;;121923636.0;5.57210744600825;1714353.0;;816775.48;2110994.59;46816.2;19885904.0;61.0;227813.53;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2015;3937614.0;375195.15;0.0;12495376.85;2141055.05;-8999181.73;3.03596214272861;2895102.0;92465178.0;96.9640378572714;17835513.37;18.70329386;1516907.72;72020344.0;75.5244678392303;;4880917.52;47.0;12100093.0;12016996.68;37232738.6;;95360280.0;39.0442844756748;783105.0;;189815.81;451765.52;1621808.09;21099274.73;82.0;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753364Z;2015;57391.0;0.0;0.0;470964.18;2017.17;1150373.0;11.852555611608;1057039.0;7861159.0;88.1470070822294;4218117.94;47.29766367;403412.86;2457169.0;27.552183239804;341375.44;1997374.9;259.0;5663425.0;3307975.25;8703761.42;;8918237.0;97.5950852169549;970575.0;;;;304516.17;4513052.0;207.0;1776.57;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753455Y;2015;5711841.0;2076585.66;4304622.44;5676220.34;3027256.77;-10102768.0;5.08363603321808;4962509.0;92654806.0;94.9163639667819;15628352.36;16.02174587;1317944.37;75383810.0;77.2238101406497;233499.5;5229023.59;50.0;12861789.0;157714.0;21370885.96;;97617315.0;22.0673750348491;1280663.0;;358357.38;3694362.84;58001.79;22964557.0;89.0;59958.6;2010;D;école normale supérieure;GR30;écoles normales supérieures;0753455Y;École normale supérieure de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753494R;2015;25619719.0;0.0;369804.22;12828158.07;6439891.14;1659037.0;15.909705847614;14571831.0;77018995.0;84.090294152386;40174325.36;43.86282702;2961084.29;26424216.0;28.8502868180269;;13972134.7;126.0;27028972.0;277080.19;51933855.03;;91590826.0;46.4834338321176;8930880.0;;1006779.79;3408062.28;30789.85;25369935.0;119.0;1960572.69;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753494R;Muséum national d'histoire naturelle;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753496T;2015;3013325.0;0.0;0.0;891135.32;;-2677921.0;0.989278887487868;119945.0;12004543.0;99.0107211125121;5926653.72;48.87911714;109120.47;5531811.0;45.6251101077423;;590552.59;157.0;5249630.0;;12125124.32;;12124488.0;50.3247064948227;;;;;;7927551.0;238.0;2263.39;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France
0755353L;2015;;0.0;0.0;2702739.91;;;;;;;6335191.06;23.90459511;;;;;11355777.95;;;250799.66;19051965.19;;;;;;;;;;;;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755353L;AMUE;;;;;;
0760165S;2015;2183305.0;261286.84;175162.48;4802982.25;221784.88;-6220951.0;1.45806991304677;481281.0;32563223.0;98.6522545625787;6859286.29;20.78062317;900306.93;25073831.0;75.9626882962745;814416.96;493899.41;42.0;3797523.0;143248.53;8955724.81;;33008088.0;26.9872341590946;27936.0;;818476.45;506792.15;194470.81;10018474.0;111.0;27655.38;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0801344B;2015;7973141.0;;;;;3211018.0;4.99829083163955;8841073.34;165816278.0;93.7440455690186;;;;146578733.0;82.8681212214943;;;64.0;29614196.0;;;;176881931.0;14.27192583057;6257604.46;;;;;26403178.0;57.0;;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France
0830766G;2015;2407459.0;364508.01;0.0;2254820.01;1336273.69;-3840837.0;3.37341458711326;2544113.0;72847269.0;96.5932094509809;9095055.87;12.01549673;707531.76;63238500.0;83.8522810768082;1241416.74;3245894.87;58.48;11832848.0;1500516.29;8814228.76;;75416553.0;10.8999744392985;1445827.0;;626296.8;322109.09;459212.54;15673685.0;77.0;1543.83;2012;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0830766G;Université de Toulon;83062;La Garde;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0912266U;2015;387209.58;0.0;0.0;470856.08;222568.04;-402589.3;6.24809960949285;394511.07;5919585.74;93.7518973813674;1452513.63;23.00429774;47850.0;4163256.94;65.9359040572231;354330.2;622495.69;84.0;1379749.0;73101.61;1241750.81;;6314097.0;19.6663275841344;317889.87;;10450.0;;62417.64;1782338.3;108.0;;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
